Name,العنوان,Gov,Ds,Area,Logo,Mobile,Telephone,User
الورشة الفنية لميكانيكا السيارات,"113 ش احمد بدوى, ابو النمرس, الجيزة.",الجيزة.,"النمرس, الجيزة.","النمرس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348507,212348507,3
الورشة الفنية لميكانيكا السيارات,"1 ش بيروت, البدرشين, الجيزة.",الجيزة.,"البدرشين, الجيزة.","البدرشين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348508,212348508,3
الورشة الكورية,"عمارات صقر قريش -, المعادى, القاهرة.",القاهرة.,"المعادى, القاهرة.","المعادى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348509,212348509,3
الورشة الكورية,"3 ش عبد الحليم محمود, عين شمس, القاهرة.",القاهرة.,"شمس, القاهرة.","شمس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348510,212348510,3
الورشة الكورية,"ش المساكن, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348511,212348511,3
الورشة المتحدة,"4 ش الامل متفرع من طريق بيجام, شبرا الخيمة, القليوبية.",القليوبية.,"الخيمة, القليوبية.","الخيمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348512,212348512,3
الورشة المصرية للخراطة الميكانيكية,"ش شركات البترول, الخصوص, القليوبية.",القليوبية.,"الخصوص, القليوبية.","الخصوص,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348513,212348513,3
الورشة الميكانيكية,"31 ش ابراهيم ناجى, شبرا, القاهرة.",القاهرة.,"شبرا, القاهرة.","شبرا,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348514,212348514,3
الورشة الميكانيكية,"43 ش السبتية , السبتية, القاهرة.",القاهرة.,"السبتية, القاهرة.","السبتية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348515,212348515,3
الورشة الميكانيكية,"ش الشركات, الزاوية الحمراء, القاهرة.",القاهرة.,"الحمراء, القاهرة.","الحمراء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348516,212348516,3
الورشة الميكانيكية,"2 ش حمادة, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348517,212348517,3
الورشة الميكانيكية,"بلوك 7 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348518,212348518,3
الورشة الميكانيكية,"1 ش قرة بن شريك, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348519,212348519,3
الورشة الميكانيكية,"7 ش حفص, الابراهيمية, الاسكندرية.",الاسكندرية.,"الابراهيمية, الاسكندرية.","الابراهيمية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348520,212348520,3
الورشة الميكانيكية,"ش وادى النيل, المهندسين, الجيزة.",الجيزة.,"المهندسين, الجيزة.","المهندسين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348521,212348521,3
الورشة الميكانيكية الفرنسية,"8 ش رابعة العدوية متفرع من ش المدارس, مدينة نصر, القاهرة.",القاهرة.,"نصر, القاهرة.","نصر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348522,212348522,3
الورشة الميكانيكية الهندسية,"4 ش شجرة المندورة, المنيل, القاهرة.",القاهرة.,"المنيل, القاهرة.","المنيل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348523,212348523,3
الورشة الميكانيكية لصيانة السيارات,"1 ش محمد خليفة, حدائق المعادى, المعادى, القاهرة.",القاهرة.,"المعادى, القاهرة.","المعادى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348524,212348524,3
الورشة الميكانيكية للسيارات,"31 ش نصر الهورينى, شبرا, القاهرة.",القاهرة.,"شبرا, القاهرة.","شبرا,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348525,212348525,3
الورشة الميكانيكية للسيارات,"80 ش جسر السويس, الزيتون, القاهرة.",القاهرة.,"الزيتون, القاهرة.","الزيتون,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348526,212348526,3
الورشة الهندسة لاصلاح السيارات,"4 ش فريد المصرى متفرع من ش ترعة الزمر, العمرانية الشرقية, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348527,212348527,3
الورشة الهندسية,"10 ش على ضيف, عين شمس, القاهرة.",القاهرة.,"شمس, القاهرة.","شمس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348528,212348528,3
الورشة الهندسية,"ش احمد خليل, الزاوية الحمراء, القاهرة.",القاهرة.,"الحمراء, القاهرة.","الحمراء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348529,212348529,3
الورشة الهندسية,"115 عمارات صقر قريش -, المعادى الجديدة, المعادى, القاهرة.",القاهرة.,"المعادى, القاهرة.","المعادى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348530,212348530,3
الورشة الهندسية,"ش العشرين, جسر السويس, القاهرة.",القاهرة.,"السويس, القاهرة.","السويس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348531,212348531,3
الورشة الهندسية,"50 ش ابو طه, عزبة النخل, القاهرة.",القاهرة.,"النخل, القاهرة.","النخل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348532,212348532,3
الورشة الهندسية,"1 ش 6 اكتوبر متفرع من ش الفيوم, دار السلام, القاهرة.",القاهرة.,"السلام, القاهرة.","السلام,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348533,212348533,3
الورشة الهندسية,"47 ش عثمان بن عفان, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348534,212348534,3
الورشة الهندسية,"3 ش نشاطى, شبرا, القاهرة.",القاهرة.,"شبرا, القاهرة.","شبرا,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348535,212348535,3
الورشة الهندسية,"ش مؤسسة الزكاة, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348536,212348536,3
الورشة الهندسية,"23 ش شنن, السبتية, القاهرة.",القاهرة.,"السبتية, القاهرة.","السبتية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348537,212348537,3
الورشة الهندسية,"32 ش بسيونى متفرع من ش الافضل, شبرا, القاهرة.",القاهرة.,"شبرا, القاهرة.","شبرا,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348538,212348538,3
الورشة الهندسية,"ش سليم الاول, الزيتون, القاهرة.",القاهرة.,"الزيتون, القاهرة.","الزيتون,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348539,212348539,3
الورشة الهندسية,"ش خيرى الجندى, دار السلام, القاهرة.",القاهرة.,"السلام, القاهرة.","السلام,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348540,212348540,3
الورشة الهندسية,"ش السيدة زينب, الزاوية الحمراء, القاهرة.",القاهرة.,"الحمراء, القاهرة.","الحمراء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348541,212348541,3
الورشة الهندسية,"6 ش الوحدة, دار السلام, القاهرة.",القاهرة.,"السلام, القاهرة.","السلام,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348542,212348542,3
الورشة الهندسية,"27 ش الورش - عزبة الوالدة, حلوان, القاهرة.",القاهرة.,"حلوان, القاهرة.","حلوان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348543,212348543,3
الورشة الهندسية,"ش ابن مروان, جسر السويس, القاهرة.",القاهرة.,"السويس, القاهرة.","السويس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348544,212348544,3
الورشة الهندسية,"ش العزبة القبلية, حلوان, القاهرة.",القاهرة.,"حلوان, القاهرة.","حلوان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348545,212348545,3
الورشة الهندسية,"84 ش السد البرانى, السيدة زينب, القاهرة.",القاهرة.,"زينب, القاهرة.","زينب,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348546,212348546,3
الورشة الهندسية,"2 ش محمود الجندى, جسر السويس, القاهرة.",القاهرة.,"السويس, القاهرة.","السويس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348547,212348547,3
الورشة الهندسية,"18 بلوك 11 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348548,212348548,3
الورشة الهندسية,"2 ش الامام الحسينى متفرع من ش هاشم اغا, الشرابية, القاهرة.",القاهرة.,"الشرابية, القاهرة.","الشرابية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348549,212348549,3
الورشة الهندسية,"5 ش الحايس, الساحل, القاهرة.",القاهرة.,"الساحل, القاهرة.","الساحل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348550,212348550,3
الورشة الهندسية,"39 تقسيم الخلود, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348551,212348551,3
الورشة الهندسية,"5 ش طه عبد الكريم, المطرية, القاهرة.",القاهرة.,"المطرية, القاهرة.","المطرية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348552,212348552,3
الورشة الهندسية,"22 ش غرب السكة الحديد, عزبة النخل, القاهرة.",القاهرة.,"النخل, القاهرة.","النخل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348553,212348553,3
الورشة الهندسية,"47 عمارات الاسكان والتعمير -, مدينة نصر, القاهرة.",القاهرة.,"نصر, القاهرة.","نصر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348554,212348554,3
الورشة الهندسية,"28 ش الرافعى امتداد ش الجيوشى, شبرا, القاهرة.",القاهرة.,"شبرا, القاهرة.","شبرا,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348555,212348555,3
الورشة الهندسية,"5 ش زعتر, المطرية, القاهرة.",القاهرة.,"المطرية, القاهرة.","المطرية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348556,212348556,3
الورشة الهندسية,"1 مساكن القاهرة اولى -, مدينة السلام, القاهرة.",القاهرة.,"السلام, القاهرة.","السلام,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348557,212348557,3
الورشة الهندسية,"بلوك 20 - ش داير الناحية متفرع من ش ترعة الجلاد, الزاوية الحمراء, القاهرة.",القاهرة.,"الحمراء, القاهرة.","الحمراء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348558,212348558,3
الورشة الهندسية,"27 ش طاهر بن الحسين, مصر القديمة, القاهرة.",القاهرة.,"القديمة, القاهرة.","القديمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348559,212348559,3
الورشة الهندسية,"11 ش محمد على, شبرا, القاهرة.",القاهرة.,"شبرا, القاهرة.","شبرا,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348560,212348560,3
الورشة الهندسية,"47 ش على ايوب, البساتين, القاهرة.",القاهرة.,"البساتين, القاهرة.","البساتين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348561,212348561,3
الورشة الهندسية,"ش خليل حسن خليل, جليم, الاسكندرية.",الاسكندرية.,"جليم, الاسكندرية.","جليم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348562,212348562,3
الورشة الهندسية,"22 ش عبد المطلب الصناديلى, المساحة, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348563,212348563,3
الورشة الهندسية,"1 ش عبد الفتاح سلامة, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348564,212348564,3
الورشة الهندسية,"ش نبيل طه, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348565,212348565,3
الورشة الهندسية,"3 ش احمد عرابى, شبرا الخيمة, القليوبية.",القليوبية.,"الخيمة, القليوبية.","الخيمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348566,212348566,3
الورشة الهندسية,"7 ش 25, شبرا الخيمة, القليوبية.",القليوبية.,"الخيمة, القليوبية.","الخيمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348567,212348567,3
الورشة الهندسية,"2 أ ش جهينة, الدقى, الجيزة.",الجيزة.,"الدقى, الجيزة.","الدقى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348568,212348568,3
الورشة الهندسية,"طريق القناطر الخيرية, القناطر الخيرية, القليوبية.",القليوبية.,"الخيرية, القليوبية.","الخيرية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348569,212348569,3
الورشة الهندسية,"36 ش انور السادات - مدينة الفتح, شبرا الخيمة, القليوبية.",القليوبية.,"الخيمة, القليوبية.","الخيمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348570,212348570,3
الورشة الهندسية,"35 طريق مصر اسيوط السريع - منيل شيحة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348571,212348571,3
الورشة الهندسية,"ش العروبة, الطالبية, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348572,212348572,3
الورشة الهندسية,"26 ش امين عبد المجيد, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348573,212348573,3
الورشة الهندسية,"ش ترعة الزمر - ابو قتادة, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348574,212348574,3
الورشة الهندسية,"ش النيل السعيد, البدرشين, الجيزة.",الجيزة.,"البدرشين, الجيزة.","البدرشين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348575,212348575,3
الورشة الهندسية,"3 ش جمال عبد الناصر, الخصوص, القليوبية.",القليوبية.,"الخصوص, القليوبية.","الخصوص,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348576,212348576,3
الورشة الهندسية,"ش عدوى سليم, العمرانية الغربية, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348577,212348577,3
الورشة الهندسية,"1 ش سليمان جوهر, الدقى, الجيزة.",الجيزة.,"الدقى, الجيزة.","الدقى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348578,212348578,3
الورشة الهندسية,"ش مكة المكرمة المجاورة الاولى, الحى السابع, السادس من اكتوبر, الجيزة.",الجيزة.,"اكتوبر, الجيزة.","اكتوبر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348579,212348579,3
الورشة الهندسية,"ش الصفا والمروة, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348580,212348580,3
الورشة الهندسية,"ش الجسر - منشية البكارى, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348581,212348581,3
الورشة الهندسية,"ش المأمون, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348582,212348582,3
الورشة الهندسية,"1 ش عبد العزيز عاشور - مدينة الفتح, شبرا الخيمة, القليوبية.",القليوبية.,"الخيمة, القليوبية.","الخيمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348583,212348583,3
الورشة الهندسية,"13 ش ابو الفضل, بولاق الدكرور, الجيزة.",الجيزة.,"الدكرور, الجيزة.","الدكرور,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348584,212348584,3
الورشة الهندسية,"., الحى 11, السادس من اكتوبر, الجيزة.",الجيزة.,"اكتوبر, الجيزة.","اكتوبر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348585,212348585,3
الورشة الهندسية,"10 ش الحرية, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348586,212348586,3
الورشة الهندسية,"ش رشيد, منيا القمح, الشرقية.",الشرقية.,"القمح, الشرقية.","القمح,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348587,212348587,3
الورشة الهندسية,"ش حسن كامل, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348588,212348588,3
الورشة الهندسية,"ش المساكن, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348589,212348589,3
الورشة الهندسية,"26 ش حسين مهران - مدينة الامل, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348590,212348590,3
الورشة الهندسية الميكانيكية,"3 ش يوسف الدجوى ميدان الروضة, المنيل, القاهرة.",القاهرة.,"المنيل, القاهرة.","المنيل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348591,212348591,3
الورشة الهندسية لاصلاح السيارات,"13 ش سيد رخا - مدينة الامل, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348592,212348592,3
الورشة الهندسية لدهان السيارات,"154 ش ترعة الزمر, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348593,212348593,3
الورشة الهندسية لسمكرة السيارات,"1 طريق ام خنان - منى الامير, الحوامدية, الجيزة.",الجيزة.,"الحوامدية, الجيزة.","الحوامدية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348594,212348594,3
الورشة الهندسية لصيانة السيارات,"1 ش السلام - مدينة الاحلام, الزاوية الحمراء, القاهرة.",القاهرة.,"الحمراء, القاهرة.","الحمراء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348595,212348595,3
الورشة الهندسية لصيانة السيارات,"18 ش الفيروز, عين شمس, القاهرة.",القاهرة.,"شمس, القاهرة.","شمس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348596,212348596,3
الورشة الهندسية لصيانة السيارات,"6 ش سرى, السيدة زينب, القاهرة.",القاهرة.,"زينب, القاهرة.","زينب,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348597,212348597,3
الورشة الهندسية لصيانة السيارات,"7 ش 500, المعادى الجديدة, المعادى, القاهرة.",القاهرة.,"المعادى, القاهرة.","المعادى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348598,212348598,3
الورشة الهندسية لصيانة السيارات,"6 ش محمد صالح حبيب متفرع من ش حسنين دسوقى, حدائق المعادى, المعادى, القاهرة.",القاهرة.,"المعادى, القاهرة.","المعادى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348599,212348599,3
الورشة الهندسية لصيانة السيارات,"3 ش قسم مصر القديمة, مصر القديمة, القاهرة.",القاهرة.,"القديمة, القاهرة.","القديمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348600,212348600,3
الورشة الهندسية لصيانة السيارات,"39 ش المجزر الالى, المنيب, الجيزة.",الجيزة.,"المنيب, الجيزة.","المنيب,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348601,212348601,3
الورشة الهندسية لصيانة السيارات,"4 ش المعتمدية - قرية المعتمدية, كرداسة, الجيزة.",الجيزة.,"كرداسة, الجيزة.","كرداسة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348602,212348602,3
الورشة الهندسية لصيانة السيارات,"9 ش الحرية - بشتيل, اوسيم, الجيزة.",الجيزة.,"اوسيم, الجيزة.","اوسيم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348603,212348603,3
الورشة الهندسية لصيانة السيارات,"32 ش ناهيا - قرية المعتمدية, كرداسة, الجيزة.",الجيزة.,"كرداسة, الجيزة.","كرداسة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348604,212348604,3
الورشة الهندسية لصيانة السيارات,"15 ش مسجد الحسن, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348605,212348605,3
الورشة الهندسية لصيانة السيارات,"6 ش اسكاروس البحرى, شبين الكوم, المنوفية.",المنوفية.,"الكوم, المنوفية.","الكوم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348606,212348606,3
الورشة الهندسية لصيانة السيارات,"., الحى الثالث, السادس من اكتوبر, الجيزة.",الجيزة.,"اكتوبر, الجيزة.","اكتوبر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348607,212348607,3
الورشة الهندسية لصيانة السيارات,"261 هـ ش الضغط العالى, حدائق الاهرام, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348608,212348608,3
الورشة الهندسية لصيانة السيارات,"155 ش عبد المنعم اسماعيل - المنيرة الشرقية, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348609,212348609,3
الورشة الهندسية لصيانة السيارات,"3 ش عثمان بن عفان - مدينة السادات, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348610,212348610,3
الورشة الهندسية لصيانة السيارات,"11 ش ترعة السيسى, المريوطية, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348611,212348611,3
الورشة الهندسية لصيانة السيارات,"15 ش يوسف البندارى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348612,212348612,3
الورشة الهندسية لصيانة السيارات,"8 عطفة سامية - متفرع من ش فيصل, الكوم الاخضر, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348613,212348613,3
الورشة الهندسية لكهرباء السيارات,"83 ش السلام, عين شمس الشرقية, القاهرة.",القاهرة.,"الشرقية, القاهرة.","الشرقية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348614,212348614,3
الورشة الهندسية لكهرباء السيارات,"3 ش مسجد السلام - ارض الحداد, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348615,212348615,3
الورشة الهندسية لكهرباء السيارات,"32 ش 2 - مدينة التحرير, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348616,212348616,3
