Name,العنوان,Gov,Ds,Area,Logo,Mobile,Telephone,Brand,Service,DayOff,OpenH,CloseH,User
شركة السعادة التجارية,"97 ش اسماعيل مهنا, اللبان, الاسكندرية.",الاسكندرية.,"اللبان, الاسكندرية.","اللبان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349324,212349324,Seat,تكيف,Monday,10 AM,10 PM,3
عبد الخالق ابراهيم,"79 ش سيدى الوسطى متفرع من ش عبد المنعم, اللبان, الاسكندرية.",الاسكندرية.,"اللبان, الاسكندرية.","اللبان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349433,212349433,Nisan,بطاريات,Monday,9 AM,6 PM,3
عثمان خليل,"14 ش البيضاوى, اللبان, الاسكندرية.",الاسكندرية.,"اللبان, الاسكندرية.","اللبان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349462,212349462,Honda,صيانة,Saturday Sunday,11 AM,11 PM,3
على عبد الحميد,"84 ش شريف, اللبان, الاسكندرية.",الاسكندرية.,"اللبان, الاسكندرية.","اللبان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349501,212349501,Honda,Tyres AC,Saturday Sunday,9 AM,9 PM,3
فؤاد محمد سليم,"19 ش الجزويت, اللبان, الاسكندرية.",الاسكندرية.,"اللبان, الاسكندرية.","اللبان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349544,212349544,Peugeot,Essential,Saturday Sunday,10 AM,10 PM,3
فهمى ميخائيل,"92 ش محمد الموالحى, اللبان, الاسكندرية.",الاسكندرية.,"اللبان, الاسكندرية.","اللبان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349585,212349585,Suzuki,Full,Friday Saturday,9 AM,6 PM,3
احمد,"ش مرسى محمود, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345829,212345829,KIA,ميكانيكا,Friday Saturday,11 AM,11 PM,3
الاصدقاء لصيانة السيارات,"3 ش سامى الصاوى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346037,212346037,JEEP,عفشة فرامل,Friday Saturday,9 AM,9 PM,3
الاقصى لصيانة السيارات,"1 ش عطية راشد مهران متفرع من ش على بن ابى طالب, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346049,212346049,JEEP,سمكرة,Friday Saturday,10 AM,10 PM,3
الالمانية لصيانة السيارات,"15 ش مسجد الحسن, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346056,212346056,Seat,تكيف,Friday Saturday,9 AM,6 PM,3
الايمان لصيانة السيارات,"6 ش محمد مراد, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346090,212346090,Nisan,بطاريات,Saturday Sunday,11 AM,11 PM,3
الرايق لدهان السيارات,"17 ش خالد بن الوليد, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346313,212346313,Honda,صيانة,Monday,9 AM,9 PM,3
الرحمة لصيانة السيارات,"63 ش على بن ابى طالب, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346322,212346322,Honda,Tyres AC,Monday,10 AM,10 PM,3
الفرنساوى لخدمات السيارات,"ش محمد عمر فايد متفرع من ش ترعة المجنونة, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346628,212346628,Peugeot,Essential,Saturday Sunday,9 AM,6 PM,3
الفنية لاصلاح ابواب السيارات,"5 ش بكر عليوة, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346709,212346709,Suzuki,Full,Saturday Sunday,11 AM,11 PM,3
الفنية لصيانة السيارات,"1 ش احمد عبد الحميد, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346730,212346730,Toyota,ميكانيكا,Saturday Sunday,9 AM,9 PM,3
المركز الفنى لصيانة السيارات,"3 ش خاتم المرسلين, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347010,212347010,Seat,عفشة فرامل,Friday Saturday,10 AM,10 PM,3
المركز الفنى لصيانة السيارات,"3 ش عبده الخطاب, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347012,212347012,Nisan,سمكرة,Friday Saturday,9 AM,6 PM,3
المركز الكورى لخدمة السيارات,"7 ش د. اشرف السباعى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347033,212347033,Honda,تكيف,Friday Saturday,11 AM,11 PM,3
المركز الكورى لخدمة السيارات,"7 ش اشرف سباعى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347034,212347034,Honda,بطاريات,Friday Saturday,9 AM,9 PM,3
المعتز بالله لصيانة السيارات,"3 ش محمد موسى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347116,212347116,Peugeot,صيانة,Friday Saturday,10 AM,10 PM,3
الورشة الفنية,"11 ش السادات, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347639,212347639,Suzuki,Tyres AC,Saturday Sunday,9 AM,6 PM,3
الورشة الفنية لابواب السيارات,"14 ش عبد الله على, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347929,212347929,Toyota,Essential,Monday,11 AM,11 PM,3
الورشة الفنية لدهان السيارات,"12 ش محمد الطاهر, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347990,212347990,Seat,Full,Monday,9 AM,9 PM,3
الورشة الفنية لدهان السيارات,"21 ش خالد بن الوليد, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347993,212347993,Nisan,ميكانيكا,Saturday Sunday,10 AM,10 PM,3
الورشة الفنية لدهان السيارات,"9 ش الزهور, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347998,212347998,Honda,عفشة فرامل,Saturday Sunday,9 AM,6 PM,3
الورشة الفنية لسمكرة السيارات,"51 ش على بن ابى طالب, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348031,212348031,Honda,سمكرة,Saturday Sunday,11 AM,11 PM,3
الورشة الفنية لصيانة السيارات,"4 ش القناوى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348124,212348124,Peugeot,تكيف,Friday Saturday,9 AM,9 PM,3
الورشة الفنية لصيانة السيارات,"9 ش على بن ابى طالب, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348125,212348125,Suzuki,بطاريات,Friday Saturday,10 AM,10 PM,3
الورشة الفنية لصيانة السيارات,"18 ش ابراهيم الطوخى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348126,212348126,KIA,صيانة,Friday Saturday,9 AM,6 PM,3
الورشة الفنية لصيانة السيارات,"27 ش خالد بن الوليد, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348133,212348133,JEEP,Tyres AC,Friday Saturday,11 AM,11 PM,3
الورشة الفنية لصيانة السيارات,"3 ش سيد عبد الرحيم, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348134,212348134,JEEP,Essential,Friday Saturday,9 AM,9 PM,3
الورشة الفنية لصيانة السيارات,"7 ش احمد خطاب, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348158,212348158,Seat,Full,Saturday Sunday,10 AM,10 PM,3
الورشة الفنية لصيانة السيارات,"1 ش على بن ابى طالب, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348159,212348159,Nisan,ميكانيكا,Monday,9 AM,6 PM,3
الورشة الفنية لصيانة السيارات,"5 ش الامير, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348173,212348173,Honda,عفشة فرامل,Monday,11 AM,11 PM,3
الورشة الفنية لصيانة السيارات,"4 ش الدندراوى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348202,212348202,Honda,سمكرة,Saturday Sunday,9 AM,9 PM,3
الورشة الفنية لصيانة السيارات,"31 ش محمد على العسيرى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348203,212348203,Peugeot,تكيف,Saturday Sunday,10 AM,10 PM,3
الورشة الفنية لصيانة السيارات,"1 ش سليمان الفارسى متفرع من ش محمد ضاحى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348204,212348204,Suzuki,بطاريات,Saturday Sunday,9 AM,6 PM,3
الورشة الفنية لصيانة السيارات,"28 ش عطا عبد الرحيم, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348205,212348205,Toyota,صيانة,Friday Saturday,11 AM,11 PM,3
الورشة الفنية لصيانة السيارات,"7 ش على بن ابى طالب, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348206,212348206,Seat,Tyres AC,Friday Saturday,9 AM,9 PM,3
الورشة الفنية لصيانة السيارات,"3 ش سليمان الفارسى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348207,212348207,Nisan,Essential,Friday Saturday,10 AM,10 PM,3
الورشة الفنية لصيانة السيارات,"1 ش الدندراوى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348242,212348242,Honda,Full,Friday Saturday,9 AM,6 PM,3
الورشة الفنية لصيانة السيارات,"32 ش عطا عبد الرحيم, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348243,212348243,Honda,ميكانيكا,Friday Saturday,11 AM,11 PM,3
الورشة الفنية لصيانة السيارات,"208 ش ترعة الزمر, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348244,212348244,Peugeot,عفشة فرامل,Saturday Sunday,9 AM,9 PM,3
الورشة الفنية لصيانة السيارات,"26 ش عطا عبد الرحيم, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348271,212348271,Suzuki,سمكرة,Monday,10 AM,10 PM,3
الورشة الفنية لصيانة السيارات,"13 ش محمد احمد عبد العال, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348272,212348272,Toyota,تكيف,Monday,9 AM,6 PM,3
الورشة الفنية لصيانة السيارات,"202 ش ترعة الزمر, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348273,212348273,Seat,بطاريات,Saturday Sunday,11 AM,11 PM,3
الورشة الفنية لصيانة السيارات,"32 ش خالد بن الوليد, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348292,212348292,Nisan,صيانة,Saturday Sunday,9 AM,9 PM,3
الورشة الفنية لكهرباء السيارات,"2 حارة حسن محمد امام - متفرع من ش على بن ابى طالب, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348337,212348337,Honda,Tyres AC,Saturday Sunday,10 AM,10 PM,3
الورشة الفنية لكهرباء السيارات,"25 ش عبد الفتاح الطويل, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348374,212348374,Honda,Essential,Friday Saturday,9 AM,6 PM,3
الورشة الهندسية لدهان السيارات,"154 ش ترعة الزمر, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348593,212348593,Peugeot,Full,Friday Saturday,11 AM,11 PM,3
الورشة الهندسية لصيانة السيارات,"15 ش مسجد الحسن, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348605,212348605,Suzuki,ميكانيكا,Friday Saturday,9 AM,9 PM,3
الورشة الهندسية لصيانة السيارات,"15 ش يوسف البندارى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348612,212348612,KIA,عفشة فرامل,Friday Saturday,10 AM,10 PM,3
جمال لصيانة السيارات,"52 ش مرسى محمود, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348956,212348956,JEEP,سمكرة,Friday Saturday,9 AM,6 PM,3
سيد لصيانة السيارات,"14 ش عبد الله على, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349306,212349306,JEEP,تكيف,Saturday Sunday,11 AM,11 PM,3
سيد لصيانة السيارات,"35 ش عطا عبد الرحيم, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349307,212349307,Seat,بطاريات,Monday,9 AM,9 PM,3
عادل لصيانة السيارات,"21 ش الدندراوى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349393,212349393,Nisan,صيانة,Monday,10 AM,10 PM,3
عصام عبد العزيز لصيانة السيارات,"6 ش سامى الصاوى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349475,212349475,Honda,Tyres AC,Saturday Sunday,9 AM,6 PM,3
عصام لصيانة السيارات,"7 ش على بن ابى طالب, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349477,212349477,Honda,Essential,Saturday Sunday,11 AM,11 PM,3
عماد لصيانة السيارات,"208 ش ترعة الزمر, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349516,212349516,Peugeot,Full,Saturday Sunday,9 AM,9 PM,3
كوبرا لصيانة السيارات,"7 ش فرج فرنسيس متفرع من ش شمال المحور, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349666,212349666,Suzuki,ميكانيكا,Friday Saturday,10 AM,10 PM,3
محيى الشريف لصيانة السيارات,"154 ش ترعة الزمر, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349872,212349872,Toyota,عفشة فرامل,Friday Saturday,9 AM,6 PM,3
مركز الريادة لصيانة السيارات,"15 ش سلامة الراضى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350010,212350010,Seat,سمكرة,Friday Saturday,11 AM,11 PM,3
مركز الشروق,"الطريق الابيض, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350029,212350029,Nisan,تكيف,Friday Saturday,9 AM,9 PM,3
مركز الشروق لصيانة السيارات,"4 ش سامى الصاوى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350032,212350032,Honda,بطاريات,Friday Saturday,10 AM,10 PM,3
مركز المصطفى,"4 ش الامام الشافعى متفرع من الطريق الابيض, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350135,212350135,Honda,صيانة,Saturday Sunday,9 AM,6 PM,3
ميدو لصيانة السيارات,"4 حارة حسن محمد امام, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350447,212350447,Peugeot,Tyres AC,Monday,11 AM,11 PM,3
نصار لصيانة السيارات,"21 ش محمد امبابى, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350478,212350478,Suzuki,Essential,Monday,9 AM,9 PM,3
هانى شوقى لصيانة السيارات,"27 ش خالد بن الوليد, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350503,212350503,Toyota,Full,Saturday Sunday,10 AM,10 PM,3
هشام بنز لصيانة السيارات,"3 ش مسجد الحسن, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350515,212350515,Seat,ميكانيكا,Saturday Sunday,9 AM,6 PM,3
هنداوى لدهان السيارات,"208 ش ترعة الزمر, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350519,212350519,Nisan,عفشة فرامل,Saturday Sunday,11 AM,11 PM,3
وادى الملوك,"طريق يسار المحور, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350536,212350536,Honda,سمكرة,Friday Saturday,9 AM,9 PM,3
ميمى,"32 ش عبد العزيز جاويش, باب اللوق, القاهرة.",القاهرة.,"اللوق, القاهرة.","اللوق,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350456,212350456,Honda,تكيف,Friday Saturday,10 AM,10 PM,3
محمد ابو شهد,"ش بورسعيد, سرس الليان, المنوفية.",المنوفية.,"الليان, المنوفية.","الليان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349745,212349745,Peugeot,بطاريات,Friday Saturday,9 AM,6 PM,3
ابناء الحاج مرشد لسمكرة السيارات,"51 ش التروللى - كفر الشرفا, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345728,212345728,Suzuki,صيانة,Friday Saturday,11 AM,11 PM,3
ابناء الدقهلية,"ش مؤسسة الزكاة, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345729,212345729,KIA,Tyres AC,Friday Saturday,9 AM,9 PM,3
ابناء الشرقية لصيانة التوك توك,"2 ش عبد الخالق عمير, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345732,212345732,JEEP,Essential,Saturday Sunday,10 AM,10 PM,3
ابناء المنصورة,"ش مؤسسة الزكاة, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345737,212345737,JEEP,Full,Monday,9 AM,6 PM,3
ابناء بلبيس لصيانة السيارات,"1 ش محمد محمد عبده, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345741,212345741,Seat,ميكانيكا,Monday,11 AM,11 PM,3
ابو زياد لميكانيكا السيارات,"1 ش سيد امين حمادة, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345783,212345783,Nisan,عفشة فرامل,Saturday Sunday,9 AM,9 PM,3
ابو عبد الله لصيانة السيارات,"23 ش البترول, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345798,212345798,Honda,سمكرة,Saturday Sunday,10 AM,10 PM,3
ابو على للسيارات,"2 ش مسجد نور الاسلام, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345804,212345804,Honda,تكيف,Saturday Sunday,9 AM,6 PM,3
ابو عمار لصيانة السيارات,"114 ش مؤسسة الزكاة - بركة الحاج, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345807,212345807,Peugeot,بطاريات,Friday Saturday,11 AM,11 PM,3
ابو مروان لصيانة السيارات,"80 ش عبد الله رفاعى, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345816,212345816,Suzuki,صيانة,Friday Saturday,9 AM,9 PM,3
ابو يوسف لصيانة السيارات,"172 ش محمد نجيب, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345824,212345824,Toyota,Tyres AC,Friday Saturday,10 AM,10 PM,3
احمد لميكانيكا السيارات,"2 ش العبور, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345872,212345872,Seat,Essential,Friday Saturday,9 AM,6 PM,3
ال هنداوى لصيانة السيارات,"14 ش عبد الحميد مبدى, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345947,212345947,Nisan,Full,Friday Saturday,11 AM,11 PM,3
الاخوة للسيارات,"2 ش الصرف الصحى, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345975,212345975,Honda,ميكانيكا,Saturday Sunday,9 AM,9 PM,3
الاصدقاء لصيانة السيارات,"2 ش محمد شعبان - كفر الشرفا, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346036,212346036,Honda,عفشة فرامل,Monday,10 AM,10 PM,3
